"","chromosome_name","start_position","end_position","hgnc_symbol","Reporter.identifier","start","end","distance"
"421","11",33039417,33105943,"TCP11L1","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.4223",33084679,33084738,66467
"422","1",39838110,39883511,"TRIT1","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.4224",39847225,39847284,45342
"423","3",151212117,151278542,"P2RY14","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.4231",151212271,151212330,66366
"424","9",134135365,134159968,"WDR5","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.4234",134157890,134157922,24571
"425","22",50443219,50483923,"SBF1","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.4241",50444802,50444861,40645
"426","1",240014348,240475187,"FMN2","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.4261",240474805,240474864,460780
"427","5",10353695,10440388,"MARCHF6","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.4263",10438960,10439019,86634
"428","X",70133447,70166324,"IGBP1","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.4266",70166119,70166178,32818
"429","5",132688681,132723725,"KIF3A","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.4274",132693099,132693158,34985
"430","12",31382226,31591136,"DENND5B","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.4281",31382732,31382791,208851
"431","7",82754012,83162930,"PCLO","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.4295",82822583,82822642,408859
"432","2",99545419,100192428,"AFF3","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.4301",99897251,99897310,646950
"433","6",3153497,3157544,"TUBB2A","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.4314",3154166,3154225,3988
"434","11",82899975,82958277,"DDIAS","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.4321",82934309,82934368,58243
"435","6",111599875,111602295,"TRAF3IP2","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.4322",111601968,111602027,2361
"436","10",73183362,73247255,"DNAJC9","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.4325",73242916,73242975,63834
"437","19",18919705,18929189,"DDX49","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.4327",18927966,18928025,9425
"438","11",96349241,96389956,"CCDC82","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.4329",96353336,96353395,40656
"439","11",110788026,110788976,"HNRNPA1P60","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.4367",110788231,110788290,891
"440","17",32227890,32228108,"UBL5P2","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.4371",32227950,32228008,160
"441","5",31193686,31329146,"CDH6","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.4375",31328941,31329000,135401
"442","11",59806140,59810778,"MRPL16","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.4376",59806267,59806326,4579
"443","12",120196699,120201235,"RPLP0","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.4392",120198637,120198696,4477
"444","12",6650301,6663142,"ING4","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.44",6650903,6650962,12782
"445","1",156742109,156766925,"HDGF","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.4408",156742757,156742816,24757
"446","8",30352008,30353342,"TUBBP1","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.4410",30352944,30353003,1275
"447","5",10275875,10307902,"CMBL","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.4418",10280477,10280536,31968
"448","6",122471917,122726373,"PKIB","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.4427",122725192,122725251,254397
"449","1",39081316,39487177,"MACF1","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.4431",39416091,39416150,405802
"450","9",128683424,128696400,"SET","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.4438",128694775,128694834,12917
"451","15",93035271,93089211,"RGMA","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.4442",93043546,93043605,53881
"452","11",67605653,67612554,"NDUFV1","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.4447",67612203,67612262,6842
"453","4",672436,674330,"ATP5ME","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.4449",673322,673381,1835
"454","2",156435290,156613735,"GPD2","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.446",156590830,156590889,178386
"455","5",111070062,111078026,"TSLP","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.4487",111076235,111076294,7905
"456","10",60026298,60733490,"ANK3","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.4491",60028548,60028607,707133
"457","18",69831158,69961803,"CD226","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.4493",69853330,69853389,130586
"458","1",147178113,147179622,"PDIA3P1","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.4500",147179612,147179671,1548
"459","4",65319563,65670495,"EPHA5","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.4505",65335929,65335983,350878
"460","17",28855010,28861061,"ERAL1","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.4511",28860789,28860848,5992
"461","HSCHR1_4_CTG3",73750,114315,"HNRNPR","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.4512",80029,80088,40506
"462","3",52075226,52154690,"POC1A","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.4518",52125111,52125147,79428
"463","1",77088989,77219430,"PIGK","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.4530",77089232,77089291,130382
"464","15",101281510,101295282,"SNRPA1","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.4534",101286909,101286968,13713
"465","17",5499427,5501006,"NLRP1","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.4540",5499429,5499488,1520
"466","9",97633668,97673748,"NCBP1","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.4543",97662044,97662103,40021
"467","4",39498755,39528311,"UGDH","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.4547",39500142,39500201,29497
"468","11",67468174,67491154,"AIP","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.4554",67490787,67490819,22948
"469","6",42782052,42868558,"BICRAL","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.4558",42868189,42868248,86447
"470","1",33256492,33300719,"ZNF362","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.4588",33300384,33300443,44168
"471","8",27596917,27614700,"CLU","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.4606",27597465,27597524,17724
"472","2",197486584,197516737,"HSPD1","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.4611",197486657,197486716,30094
"473","22",31212239,31280080,"LIMK2","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.4616",31279668,31279727,67782
"474","2",165194993,165392310,"SCN2A","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.4621",165391400,165391459,197258
"475","1",37534449,37554293,"SNIP1","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.4624",37534649,37534708,19785
"476","1",1232237,1235041,"B3GALT6","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.4661",1233588,1233647,2745
"477","1",46607719,46616811,"MOB3C","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.467",46608094,46608153,9033
"478","19",49506816,49526428,"FCGRT","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.4683",49526254,49526313,19553
"479","HSCHR6_MHC_SSTO_CTG1",3641489,3642448,"HNRNPA1P2","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.4686",3642279,3642338,900
"480","15",59768352,59769146,"RPS3AP6","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.469",59768727,59768786,735
"481","1",36155579,36180849,"MAP7D1","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.4697",36180348,36180407,25211
"482","3",40387184,40428744,"ENTPD3","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.4701",40428404,40428463,41501
"483","20",63293186,63334851,"COL20A1","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.4705",63330875,63330934,41606
"484","3",184561785,184582408,"EPHB3","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.4712",184582037,184582096,20564
"485","11",44095648,44251962,"EXT2","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.4726",44244737,44244796,156255
"486","16",30114105,30123506,"MAPK3","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.4730",30116916,30116975,9342
"487","3",115623510,115721490,"GAP43","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.474",115676383,115676442,97921
"488","12",95076749,95217482,"FGD6","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.4742",95076906,95076965,140674
"489","6",13264861,13295586,"TBC1D7","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.4768",13283420,13283471,30674
"490","10",4963253,4983283,"AKR1C1","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.4788",4968310,4968369,19971
"491","1",51354263,51519328,"EPS15","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.4791",51356122,51356181,165006
"492","3",105366909,105576900,"ALCAM","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.4792",105552541,105552586,209946
"493","2",121726945,121736911,"NIFK","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.4806",121727280,121727339,9907
"494","5",131155383,131224468,"HINT1","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.4812",131162572,131162628,69029
"495","2",121337776,121649476,"CLASP1","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.4815",121338101,121338160,311641
"496","13",79481155,79556077,"NDFIP2","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.4821",79555728,79555787,74863
"497","18",35144942,35145417,NA,"ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.4841",35145152,35145211,416
"498","1",2184461,2212720,"FAAP20","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.4843",2185024,2185083,28200
"499","1",27342020,27353937,"SYTL1","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.4847",27353282,27353318,11881
"500","16",66720897,66731785,"DYNC1LI2","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.4866",66730131,66730190,10829
"501","2",69897688,69942945,"MXD1","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.4867",69912246,69912305,45198
"502","X",155197007,155239841,"VBP1","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.4873",155236258,155236317,42775
"503","17",19770829,19867936,"ULK2","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.489",19774269,19774328,97048
"504","17",42458844,42522582,"ATP6V0A1","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.4895",42522458,42522517,63679
"505","14",85530144,85654428,"FLRT2","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.4898",85562787,85562846,124225
"506","17",2593183,2685615,"PAFAH1B1","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.4907",2685473,2685532,92373
"507","3",179588285,179604649,"MRPL47","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.4917",179588855,179588914,16305
"508","17",58205441,58219605,"MKS1","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.4923",58205787,58205845,14106
"509","1",28553085,28578545,"TRNAU1AP","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.494",28561355,28561398,25417
"510","3",124033369,124726325,"KALRN","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.4948",124696192,124696251,692897
"511","1",10032832,10181239,"UBE4B","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.4955",10181017,10181076,148348
"512","8",55102028,55542054,"XKR4","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.4962",55187008,55187067,439967
"513","1",55066359,55215378,"USP24","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.4963",55066851,55066910,148960
"514","2",159318979,159616569,"BAZ2B","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.4968",159383619,159383678,297531
"515","19",2163933,2232578,"DOT1L","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.497",2229780,2229822,68603
"516","1",48727519,48776969,"BEND5","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.4971",48727995,48728045,49400
"517","1",11658918,11691811,"MAD2L2","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.4974",11675106,11675165,32834
"518","10",110290730,110304938,"SMNDC1","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.5001",110293115,110293174,14149
"519","HSCHR6_MHC_SSTO_CTG1",4859097,4865178,"PHF1","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.5009",4864877,4864936,6022
"520","10",104235356,104267459,"GSTO1","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.5020",104266084,104266143,32044
"521","1",11066618,11099869,"EXOSC10","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.5021",11068008,11068050,33209
"522","12",56663341,56688408,"PTGES3","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.5022",56664309,56664368,25008
"523","5",112891610,112893079,"ZRSR2P1","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.5039",112892546,112892605,1410
"524","16",28097976,28211965,"XPO6","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.505",28097983,28098042,113930
"525","6",39329990,39725408,"KIF6","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.5054",39545583,39545639,395362
"526","12",52232520,52252186,"KRT7","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.5065",52238697,52238756,19607
"527","5",16451519,16465800,"ZNF622","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.5066",16458515,16458561,14235
"528","11",32091074,32105722,"RCN1","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.507",32105271,32105330,14589
"529","15",52115100,52191392,"GNB5","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.5071",52115265,52115324,76233
"530","16",11249619,11381662,"RMI2","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.5081",11351527,11351586,131984
"531","11",32583798,32606264,"EIF3M","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.5084",32602277,32602335,22408
"532","15",43510958,43531620,"MAP1A","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.5085",43530954,43531013,20603
"533","19",45162928,45178237,"TRAPPC6A","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.509",45164890,45164949,15250
"534","7",2679522,2775500,"AMZ1","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.5111",2728749,2728808,95919
"535","21",46598604,46605208,"S100B","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.5117",46599186,46599245,6545
"536","16",58025754,58046901,"MMP15","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.512",58046580,58046639,21088
"537","11",102317484,102339403,"BIRC3","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.5128",102337625,102337684,21860
"538","11",86201212,86278813,"EED","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.5138",86256453,86256512,77542
"539","HSCHR6_MHC_QBL_CTG1",821111,898673,"GABBR1","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.5150",868192,868251,77503
"540","13",112894378,113099742,"MCF2L","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.5151",113098404,113098463,205305
"541","X",16786432,16844519,"TXLNG","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.5161",16837591,16837630,58048
"542","8",29333064,29350684,"DUSP4","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.517",29334124,29334183,17561
"543","8",66429014,66430733,"RRS1","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.5183",66430457,66430516,1660
"544","15",45167214,45201175,"SHF","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.5184",45167808,45167867,33902
"545","HSCHR1_4_CTG3",138918,141818,"ZNF436-AS1","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.5188",141574,141633,2841
"546","9",128455186,128501292,"ODF2","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.5225",128500795,128500854,46047
"547","16",20780193,20900349,"ERI2","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.5227",20797014,20797073,120097
"548","18",61808067,61894247,"RNF152","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.5230",61808293,61808352,86121
"549","20",37492472,37527931,"BLCAP","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.5232",37517867,37517926,35400
"550","X",75051048,75156732,"ABCB7","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.527",75053499,75053558,105625
"551","3",139353946,139389736,"COPB2","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.5274",139357751,139357810,35731
"552","17",18650195,18651542,"PAIP1P2","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.5279",18651344,18651403,1288
"553","5",10353695,10440388,"MARCHF6","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.5281",10438958,10439017,86634
"554","5",160347754,160370641,"C1QTNF2","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.5284",160349238,160349297,22828
"555","12",8032716,8055517,"FOXJ2","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.5288",8055195,8055254,22742
"556","HSCHR19_1_CTG2",266498,293973,"ZNF85","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.5297",292852,292911,27416
"557","12",52424070,52434371,"KRT75","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.531",52428436,52428479,10258
"558","6",143060496,143341058,"AIG1","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.5320",143340122,143340181,280503
"559","22",41598028,41621043,"DESI1","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.5323",41600998,41601057,22956
"560","2",95025677,95053992,"MAL","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.5350",95053850,95053909,28256
"561","14",23095505,23100456,"C14orf119","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.5363",23098139,23098198,4892
"562","7",69598296,70793506,"AUTS2","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.5377",69694811,69694870,1195151
"563","11",14443440,14500027,"COPB1","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.5380",14460253,14460297,56543
"564","HG76_PATCH",2574175,2617864,"PINX1","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.5393",2581382,2581441,43630
"565","7",44210019,44334577,"CAMK2B","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.5395",44234399,44234458,124499
"566","19",50043196,50051062,"ZNF473","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.54",50046804,50046863,7807
"567","16",67389809,67393518,"TPPP3","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.5401",67390311,67390362,3658
"568","19",48115445,48170603,"LIG1","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.5431",48115565,48115624,55099
"569","1",1541673,1574863,"SSU72","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.5437",1562494,1562553,33131
"570","X",149540355,149550510,"EOLA1","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.5443",149546738,149546774,10119
"571","19",12806584,12813640,"RNASEH2A","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.5454",12813462,12813521,6997
"572","10",102132994,102150333,"PPRC1","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.5469",102149932,102149991,17280
"573","18",12785478,12929643,"PTPN2","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.5470",12814295,12814354,144106
"574","2",19910263,19990105,"WDR35","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.5475",19914096,19914155,79783
"575","11",117833719,117838942,"FXYD6-AS1","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.5483",117837451,117837510,5164
"576","1",30931506,31065991,"PUM1","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.5491",30941177,30941236,134426
"577","20",9537370,9839076,"PAK5","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.5497",9537505,9537564,301647
"578","X",154411524,154421726,"TAFAZZIN","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.5506",154421644,154421703,10143
"579","17",81110487,81166221,"AATK","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.5510",81118391,81118444,55681
"580","17",19334308,19378193,"B9D1","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.5544",19336601,19336660,43826
"581","14",74285269,74303055,"ABCD4","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.5560",74286031,74286090,17727
"582","HSCHR6_MHC_SSTO_CTG1",1786712,1787362,"RANP1","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.5567",1786794,1786853,591
"583","HG2030_PATCH",174312,177520,"RPL7A","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.5579",176352,176411,3149
"584","20",3249306,3407669,"DNAAF9","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.5580",3251522,3251581,158304
"585","7",100064033,100082548,"ZNF3","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.5595",100070661,100070720,18456
"586","4",140524168,140553770,"ELMOD2","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.5599",140553604,140553663,29543
"587","2",173166446,173282036,"MAP3K20-AS1","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.560",173227028,173227087,115531
"588","5",131423921,131635231,"RAPGEF6","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.5600",131423943,131424002,211251
"589","16",11868128,11916082,"GSPT1","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.5610",11877499,11877558,47895
"590","11",123597946,123599452,"SF3A3P2","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.5617",123598354,123598384,1476
"591","4",177442519,177681381,"AGA-DT","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.562",177659810,177659869,238803
"592","1",160024953,160031990,"PIGM","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.5640",160025295,160025354,6978
"593","5",173056352,173139284,"CREBRF","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.5643",173136802,173136861,82873
"594","12",47963569,47968878,"TMEM106C","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.5650",47968779,47968838,5250
"595","13",45777242,45851753,"SIAH3","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.5658",45779416,45779475,74452
"596","9",120902393,120929173,"TRAF1","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.566",120904081,120904140,26721
"597","HG1832_PATCH",107994,459395,"HHAT","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.5661",459032,459091,351342
"598","X",48574449,48581162,"RBM3","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.5671",48576323,48576382,6654
"599","5",58846885,58863414,"RAB3C","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.5672",58859054,58859113,16470
"600","1",111438638,111441364,"WDR77","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.5675",111441195,111441254,2667
"601","14",60245752,60299087,"PPM1A","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.5677",60286013,60286072,53276
"602","19",21932958,22010949,"ZNF208","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.5678",21971463,21971522,77932
"603","16",72665123,72828293,"ZFHX3-AS1","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.5682",72783072,72783131,163111
"604","7",27739331,27844564,"TAX1BP1","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.5688",27828626,27828673,105186
"605","16",56189660,56357444,"GNAO1","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.5690",56357104,56357163,167725
"606","1",51577179,51798427,"OSBPL9","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.5691",51787865,51787924,221189
"607","4",102868974,102892807,"CISD2","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.5692",102885381,102885430,23784
"608","15",76347904,76905444,"SCAPER","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.5702",76348509,76348568,557481
"609","1",240014348,240475187,"FMN2","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.5703",240123333,240123392,460780
"610","2",55634061,55693863,"PNPT1","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.5745",55636341,55636395,59748
"611","9",87497228,87708634,"DAPK1","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.5755",87707860,87707919,211347
"612","11",112180773,112183191,"KCTD9P4","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.5766",112181800,112181859,2359
"613","19",55399745,55407788,"UBE2S","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.5773",55404291,55404350,7984
"614","12",123584533,123598582,"TMED2","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.5776",123596823,123596882,13990
"615","X",129803288,129843909,"ZDHHC9","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.5779",129805443,129805502,40562
"616","1",1216931,1232031,"SDF4","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.5781",1217087,1217146,15041
"617","22",44752558,44862788,"ARHGAP8","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.5786",44849766,44849825,110171
"618","7",130791264,131110176,"LINC-PINT","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.5796",131052494,131052553,318853
"619","17",81932398,81933058,"PYCR1-AS1","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.58",81932455,81932514,601
"620","5",10971836,11904446,"CTNND2","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.5802",10972698,10972757,932551
"621","1",39081316,39487177,"MACF1","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.5812",39466822,39466881,405802
"622","19",8580240,8610735,"ADAMTS10","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.583",8580244,8580303,30436
"623","15",24978583,25420336,"SNHG14","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.5853",25036187,25036246,441694
"624","13",37103259,37105664,"CSNK1A1L","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.5858",37103832,37103891,2346
"625","19",51804816,51890950,"ZNF577","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.5892",51878442,51878501,86075
"626","1",1785285,1892292,"GNB1","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.5899",1786009,1786068,106948
"627","17",22671433,22706703,NA,"ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.5905",22705758,22705817,35211
"628","HG30_PATCH",444319,497221,"CANX","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.591",495487,495546,52843
"629","12",8533305,8540905,"CLEC4E","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.5915",8534672,8534731,7541
"630","4",87422573,87459455,"NUDT9","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.5923",87458141,87458200,36823
